CATEGORY_INCIDENT,BYLINE,byLine,PROVIDER_SUBJECT,IMAGES_CAPTION,EXTENSION,CATEGORY_NAMES,CATEGORY_INCIDENT_NAMES,PROVIDER_NEWS_ID,KPF_GABAGE_NEWS_IS,printingPage,DATE,PRINTING_PAGE,NEWS_ID,SUB_TITLE,IMAGES,KPF_ABUSING_NEWS,KPF_ABUSING_NEWS_IS,CATEGORY,PROVIDER_LINK_PAGE,PROVIDER,TITLE,PROVIDER_CODE,CONTENT
,뉴욕=박준식|특파원|,뉴욕=박준식|특파원|,W0501,"(로이터=뉴스1) 오대일 기자 = 윤석열 대통령과 조 바이든 미국 대통령, 기시다 후미오 일본 총리가 18일(현지시간) 미국 워싱턴DC 인근 대통령 별장인 캠프 데이비드에서 열린 한미일 정상회의에 앞서 인사를 나누고 있다. 2023.8.18 ⓒ로이터=뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포 금지.",jpg,정치>외교<font color=Gray> | </font>정치>북한<font color=Gray> | </font>정치>청와대,,2023081904290439424,FALSE,,20230819,,02100201.20230819043117001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/08/19/02100201.20230819043117001.01,,FALSE,"001000000 001003000
001000000 001001000
001000000 001006000",http://news.moneytoday.co.kr/view/mtview.php?no=2023081904290439424&type=2,머니투데이,"[속보] 바이든 美대통령 ""타이완해협 군사위협에 한미일 공동대처""",02100201,"[머니투데이 뉴욕=박준식 특파원] 조 바이든 미국 대통령은 ""타이완 해협에 대한 군사위협에 대해 한미일 3국이 공동 대처하기로 합의했다""며 ""또한 북한의 암호화폐를 통한 돈세탁이나 러시아와의 무기거래 등에 대해서도 3국이 공동으로 대응하기로 했다""고 밝혔다. <br/><br/>바이든 대통령은 18일(현지시간) 메릴랜드주 캠프 데이비드에서 열린 한미일 정상회의 이후 기.."
1 8 30,장성원,장성원,"아주경제
국제
인물·화제",권도형 테라폼랩스 대표[사진=로이터연합뉴스],jpg,미분류,범죄>범죄일반>사기,20230818165001747,FALSE,,20230818,,02100851.20230818173851001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/08/18/02100851.20230818173851001.01,,FALSE,999999999,https://www.ajunews.com/view/20230818165001747,아주경제,"美 SEC, 한국에 '권도형과 공동창업' 신현성 신문 요청 전망",02100851,"권도형 테라폼랩스 대표 [사진=로이터·연합뉴스] <br/>미국 증권거래위원회(SEC)가 '테라·루나 폭락 사태'와 관련해, 신현성 테라폼랩스 공동 창업자의 신문을 위해 한국 정부에 협조를 요청할 전망이라고 블룸버그가 17일(현지시간) 보도했다. 또한 그가 대표로 재직한 차이코퍼레이션에 대한 증거 수집도 진행할 예정이다. <br/> <br/>보도에 따르면 SEC는 테라폼랩스와.."
,김철오,김철오,경제,암호화폐 비트코인 자료사진. 로이터통신이 지난해 5월 17일(현지시간) 촬영한 일러스트용 사진이다. 로이터연합뉴스,jpg,국제>미국_북미<font color=Gray> | </font>국제>중국<font color=Gray> | </font>경제>외환,,0018578617,FALSE,,20230818,,01100201.20230818151335001,"FOMC 의사록에 추가 긴축 가능성 
“中 헝다, 美 법원 파산보호 신청” 
소식 나올 때 코인시장 낙폭 확대",https://www.bigkinds.or.kr/resources/images/01100201/2023/08/18/01100201.20230818151335001.01,,FALSE,"005000000 005003000
005000000 005002000
002000000 002002000",https://news.kmib.co.kr/article/view.asp?arcid=0018578617&code=61141311&cp=kd,국민일보,"비트코인 한때 10% 급락, 잘나가던 리플도 줄줄… “왜?”",01100201,"암호화폐 시장이 미국의 추가 긴축 우려와 중국 부동산 위기로 급락했다. ‘대장화폐’ 비트코인의 낙폭은 한때 10%에 근접했다. <br/> <br/>비트코인은 18일(한국시간) 오후 2시40분 현재 미국 암호화폐 시가총액 정보 사이트 코인마켓캡에서 24시간 전보다 7.39%, 1주 전보다 9.83%씩 하락한 2만6496달러(약 3544만원)를 가리키고 있다. 같은 시간.."
,유규상,유규상,"경제
금융",비트코인 가격 하락세 지속 미국 연방준비제도(연준)의 추가적인 긴축 통화정책 가능성으로 비트코인 등 가상자산 가격이 하락하고 있다. 사진은 18일 서울 강남구 빗썸 고객지원센터 모니터. 뉴시스,jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>부동산,,01100611.20230818500121,FALSE,,20230818,,01100611.20230818143027001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/08/18/01100611.20230818143027001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002010000",http://www.seoul.co.kr/news/newsView.php?id=20230818500121,서울신문,비트코인 최근 두 달 최저치…주요 가상자산도 하락세,01100611,미국의 추가적인 긴축 통화정책 가능성으로 비트코인(BTC) 가격이 하루 만에 약 10% 하락했다. 주요 가상자산(암호화폐)도 일제히 큰 폭의 하락세를 보인다.<br/>18일 오전 6시 50분 코인마켓캡 기준 비트코인 가격은 전날 같은 시간보다 9.77% 떨어진 2만 6066달러다. 두 달 만에 처음으로 2만 8000달러 선 밑으로 떨어진 수치다. 오늘 오후 1..
2 9 33,황국상|기자|,황국상|기자|,T0201,임종철 디자이너 /사진=임종철 디자이너,jpg,IT_과학>보안<font color=Gray> | </font>IT_과학>콘텐츠<font color=Gray> | </font>IT_과학>모바일,사고>산업사고>폭발,2023081810264338956,FALSE,,20230818,,02100201.20230818103000001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/08/18/02100201.20230818103000001.01,,FALSE,"008000000 008002000
008000000 008004000
008000000 008003000",http://news.moneytoday.co.kr/view/mtview.php?no=2023081810264338956&type=2,머니투데이,"생성AI로 날개다는 北 해커들… 아직은 '속임수' 수준, 위협 커진다",02100201,[머니투데이 황국상 기자] <br/>북한 해커들이 사이버 첩보 등 위협행위에 LLM(대형언어모델) 등 생성형 AI(인공지능)에 관심을 기울이고 있어 주의가 필요하다는 의견이 제시됐다.<br/><br/>생성형AI를 이용한 사이버 위협행위는 아직 초기 단계에 머물러 있고 추가 공격을 위해 이용자를 속여 특정 링크에 접속하거나 파일을 내려받게 하는 등 '사회공학적' 기법에 쓰이고..
2 9 34,조미현,조미현,,"
",jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>국제경제,사고>산업사고>화재,202308189781i,FALSE,,20230818,,02100601.20230818095447001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/08/18/02100601.20230818095447001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002013000",https://www.hankyung.com/economy/article/202308189781i,한국경제,"비트코인, 하루 새 10% 빠졌다…코인 투자자들 '패닉' [한경 코알라]",02100601,"코인, 알고 투자하라! <br/>한국경제신문의 암호화폐 투자 뉴스레터 '코알라'에 실린 기사입니다. <br/>매주 수요일 아침 발행하는 코알라를 받아보세요! <br/>무료 구독신청 hankyung.com/newsletter <br/> <br/>비트코인이 하루 새 10% 가까이 급락했다. 국내에서는 김치 프리미엄 현상이 나타나면서 상대적으로 하락 폭이 제한됐다. <br/> <br/>18일 코인마켓캡에 따.."
,정진우(dino87@joongang.co.kr),정진우(dino87@joongang.co.kr),,"윤석열 대통령은 지난해 취임 후 참석한 다자 정상회의에서 빼놓지 않고 ""북핵 위협에 대응하기 위한 국제사회의 단합된 대응""을 강조해 왔다. 이는 국제사회가 북한의 핵미사일 위협을 놓고 양분돼 있다는 방증이기도 하다. 사진은 지난달 북대서양조약기구 동맹국 및 파트너국 정상회의에 참석하기 위해 이동하는 윤 대통령. 연합뉴스
중국과 러시아는 유엔 안전보장이사회에서 북한의 탄도미사일 발사에 따른 추가 대북제재 등의 후속조치를 노골적으로 반대하고 있다. 사진은 지난해 5월 장쥔 주유엔 중국대사가 안보리의 추가 대북제재 결의안 표결에 반대하며 손을 든 모습. 연합뉴스
북한은 지난달 27일 열병식에서 위장색으로 도색한 화성-17형을 공개했다. 연합뉴스
러시아는 세르게이 쇼이구 국방장관을 북한 전승절 70주년 기념식에 보냈다. 사진은 지난달 27일 김정은 북한 국무위원장이 방북한 쇼이구 국방장관을 만나는 모습. 연합뉴스
북한 '전승절'(한국전쟁 정전협정 체결일) 70주년을 축하하기 위해 방북했던 세르게이 쇼이구 러시아 국방장관 등 군사대표단이 지난달 27일 평양을 떠나기 전 인사하는 모습. 연합뉴스
윤석열 대통령과 조 바이든 미국 대통령, 기시다 후미오 일본 총리는 오는 18일 미국 캠프 데이비드에서 최초의 단독 3자 정상회의를 개최한다. 이번 정상회의에선 유엔 안전보장이사회 차원의 대북 대응이 주요 의제에 오를 전망이다. 연합뉴스",jpg,정치>북한<font color=Gray> | </font>국제>러시아<font color=Gray> | </font>정치>외교,,25185602,FALSE,,20230818,,01100901.20230818050234001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/08/18/01100901.20230818050234001.01,,FALSE,"001000000 001001000
005000000 005005000
001000000 001003000",https://www.joongang.co.kr/article/25185602,중앙일보,중·러 등에 업은 北 '무법천지'…괴물 ICBM 만들어 '핵무력' 성큼 [北 9개 국방과제 긴급점검],01100901,"윤석열 대통령이 동아시아·주요7개국(G7)·북대서양조약기구(NATO) 정상회의 등 주요 다자회의에 참석할 때마다 빼놓지 않고 강조하는 말이 있다. ""북한의 핵·미사일 위협에 국제사회가 단호하고 단합된 대응에 나서야 한다""는 메시지다. 불법적 핵 개발과 무력 도발을 저지하는 건 각국의 선택이 아닌 의무에 가깝다. 그럼에도 윤 대통령이 매번 '단합된 대응'.."
,김선미(calling@joongang.co.kr),김선미(calling@joongang.co.kr),,"16일(현지시간) 워싱턴포스트(WP)는 도널드 트럼프 전 미국 대통령의 '가짜 선거인단' 작전을 짠 브레인으로 케네스 체체브로(62)가 지목됐다고 보도했다. 사진 워싱턴포스트 캡처
도널드 트럼프 전 대통령은 2020년 대선 당시 조지아주 투표 결과를 뒤집기 위해 압력을 행사한 혐의 등으로 14일(현지시간) 기소됐다. AP=연합뉴스
16일 워싱턴포스트(WP)에 따르면, 케네스 체세브로(오른쪽)는 하버드 로스쿨 시절 저명한 헌법학자인 로렌스 트라이브를 사사했다. 사진 워싱턴포스트 캡처",jpg,국제>미국_북미<font color=Gray> | </font>국제>유럽_EU<font color=Gray> | </font>정치>선거,,25185598,FALSE,A16,20230818,A16,01100901.20230818050211001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/08/18/01100901.20230818050211001.01,,FALSE,"005000000 005003000
005000000 005008000
001000000 001002000",https://www.joongang.co.kr/article/25185598,중앙일보,코인 큰돈 번 뒤…'트럼프 가짜 선거인단' 짠 진보 출신 브레인,01100901,"도널드 트럼프 전 미국 대통령이 2020년 대선 당시 조지아주 개표 결과를 뒤바꾸려 시도한 혐의로 기소되면서 함께 주목받은 인물이 있다. 조지아 등 경합주에서 '가짜 선거인단'을 꾸려 선거 결과를 조작하자는 작전을 지휘 케네스 체세브로(62)다. 일찍이 미 검찰이 트럼프의 막후 브레인으로 지목했지만, 루돌프 줄리아니 전 뉴욕시장 등 다른 최측근에 비해선.."
,,,,"

",jpg,IT_과학>과학<font color=Gray> | </font>경제>반도체<font color=Gray> | </font>경제>산업_기업,,2023081788451,FALSE,A2,20230817,A2,02100601.20230817182439002,,https://www.bigkinds.or.kr/resources/images/02100601/2023/08/17/02100601.20230817182439002.01,,FALSE,"008000000 008001000
002000000 002009000
002000000 002005000",https://www.hankyung.com/finance/article/2023081788451,한국경제,2차전지·반도체·AI·로봇…세상 뒤바꿀 '혁신가 100명' 모인다,02100601,"2차전지, 반도체, 인공지능(AI), 로봇, 엔터테인먼트, 바이오 등 혁신산업 최전선에서 뛰는 최고경영자(CEO)가 9월 11~15일 한자리에 모입니다. 한국경제신문이 KB증권, 한국거래소와 함께 개최하는 ‘코리아 인베스트먼트 위크 2023(KIW 2023)’에 참석해 성장 전략을 제시합니다. 투자자들과 소통하면서 혁신의 미래도 공유합니다. 혁신기업 C.."
,이상우,이상우,"아주경제
보도자료
모바일",SKT 을지로 사옥 [사진=SKT],jpg,IT_과학>모바일<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>경제>경제일반,,20230817085652645,FALSE,,20230817,,02100851.20230817090143001,"NFT 거래소 탑포트, 폴리곤 네트워크와 호환... 암호화폐 매틱도 지원 
암호화폐 지갑도 폴리곤 기반 디앱(dApp)과 연동...글로벌 생태계 진출",https://www.bigkinds.or.kr/resources/images/02100851/2023/08/17/02100851.20230817090143001.01,,FALSE,"008000000 008003000
008000000 008002000
002000000 002014000",https://www.ajunews.com/view/20230817085652645,아주경제,"SKT, ​글로벌 블록체인 시장 두드린다... 폴리곤과 MOU",02100851,"SKT 을지로 사옥 [사진=SKT] SK텔레콤(SKT)이 폴리곤랩스와 전략적 파트너십을 맺고, 대체불가능토큰(NFT), 블록체인 지갑 등 웹 3.0 사업을 고도화한다. 향후 이프랜드 등 메타버스 서비스에도 블록체인 기반 경제 생태계가 구축될지 주목된다. <br/> <br/>17일 SKT는 서울 을지로에 있는 SK T타워에서 폴리곤랩스와 웹 3.0 생태계 협력을 위한 .."
,"김민영
김민영·윤선훈","김민영
김민영·윤선훈","아주경제
금융
암호화폐",[사진=아주경제DB],jpg,IT_과학>콘텐츠<font color=Gray> | </font>경제>증권_증시<font color=Gray> | </font>경제>부동산,,20230817062617569,FALSE,,20230817,,02100851.20230817063259001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/08/17/02100851.20230817063259001.01,,FALSE,"008000000 008004000
002000000 002006000
002000000 002010000",https://www.ajunews.com/view/20230817062617569,아주경제,​[아주경제 코이너스 브리핑] 2만8000달러대 횡보 이어가는 비트코인...강세장 올까,02100851,[사진=아주경제 DB]  2만8000달러대 횡보 이어가는 비트코인...강세장 올까 비트코인이 횡보세를 이어가는 가운데 강세를 보일 것이란 낙관론이 나온다. <br/>  <br/>17일 글로벌 코인시황 중계사이트 코인마켓캡에 따르면 가상자산의 ‘대장주’ 비트코인은 오전 6시 10분(한국시간) 기준 2만8930.21달러 수준에서 거래되고 있다. 이는 24시간 전과 비교했..
,뉴욕=조슬기나,뉴욕=조슬기나,미국증시,[이미지출처=연합뉴스],jpg,경제>외환<font color=Gray> | </font>경제>증권_증시<font color=Gray> | </font>국제>중국,,2023081623574544844,FALSE,,20230816,,02100801.20230816235851001,,https://www.bigkinds.or.kr/resources/images/02100801/2023/08/16/02100801.20230816235851001.01,,FALSE,"002000000 002002000
002000000 002006000
005000000 005002000",https://view.asiae.co.kr/article/2023081623574544844,아시아경제,"뉴욕증시, FOMC 의사록 앞두고 장초반 혼조세",02100801,미국 뉴욕증시의 주요 지수는 16일(현지시간) 공개되는 7월 연방공개시장위원회(FOMC) 의사록을 대기하면서 장 초반 보합권에서 혼조세를 보이고 있다. <br/> <br/>이날 오전 10시3분께 뉴욕증권거래소(NYSE)에서 블루칩으로 구성된 다우존스30산업평균지수는 전장 대비 97.69포인트(0.28%) 상승한 3만5044선에서 움직이고 있다. 대형주 중심의 S&P5..
,김정아,김정아,,"사진=REUTERS
",jpg,경제>증권_증시<font color=Gray> | </font>경제>부동산<font color=Gray> | </font>경제>유통,,202308165676i,FALSE,,20230816,,02100601.20230816224326001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/08/16/02100601.20230816224326001.01,,FALSE,"002000000 002006000
002000000 002010000
002000000 002003000",https://www.hankyung.com/economy/article/202308165676i,한국경제,"코인베이스, 암호화폐업체 중 첫 선물거래 승인 받아",02100601,이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. <br/> <br/> <br/> <br/>코인베이스 글로벌(COIN)은 16일(현지시간) 암호화폐 선물 거래 승인을 받았다고 발표했다. 이 날 뉴욕증시 개장전 거래에서 코인베이스 주식은 4.5% 상승했다. <br/> <br/>마켓워치에 따르면 코인베이스는 이 날 자사 블로그를 통해 전미선물협회(NFA)로부터 암호화폐..
